tendencia;claseterapeutica;corporacion;producto;fechalanzamiento;presentacion;moleculan1;fecini;fecend;tipo
BAJA;R05D  ANTITUSIGENOS;PFIZER CORPORATION;DIMACOL;2006-10-01;DIMACOL SOL PED S/PS 60 ML;DEXTROMETORFANO + FENILEFRINA + GUAIFENESINA;2017-04-01;2017-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;ALLEN;TUSILEN;1900-12-01;TUSILEN JBE INF 118 ML;DEXTROMETORFANO + GUAIFENESINA + PARACETAMOL;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;ALLEN;TUSILEN;1900-12-01;TUSILEN JBE INF 118 ML;DEXTROMETORFANO + GUAIFENESINA + PARACETAMOL;2017-04-01;2017-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;QUIMICA SON S;RIDIN;2003-09-01;RIDIN JBE AD 120 ML;CLORFENAMINA + DEXTROMETORFANO + GUAIFENESINA;2014-12-01;2015-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;QUIMICA SON S;OXIN;2004-09-01;OXIN JBE AD 120 ML;DEXTROMETORFANO + SULFOGUAYACOL;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;QUIMICA SON S;OXIN;2004-09-01;OXIN JBE AD 120 ML;DEXTROMETORFANO + SULFOGUAYACOL;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;QUIMICA SON S;OXIN;2004-09-01;OXIN JBE AD 120 ML;DEXTROMETORFANO + SULFOGUAYACOL;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;ARMSTRONG;ZYPLO;1998-02-01;ZYPLO JBE 30 MG /5ML 120 ML;LEVODROPROPIZINA;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;ARMSTRONG;ZYPLO;1998-02-01;ZYPLO JBE 30 MG /5ML 120 ML;LEVODROPROPIZINA;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;CORPORATIVO RAYERE;AMBROXO/DEXT G.I R;2010-04-01;AMBROXO/DEXT G.I R JBE AD 120 ML;AMBROXOL + DEXTROMETORFANO;2018-04-01;2018-08-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;BAUSCH HEALTH;BREACOL;1993-10-01;BREACOL JBE INF 120 ML;DEXTROMETORFANO + GUAIFENESINA;2018-04-01;2018-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;BAUSCH HEALTH;BREACOL;1993-10-01;BREACOL JBE INF 120 ML;DEXTROMETORFANO + GUAIFENESINA;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;LABORATORIOS PROPHARMA SA CV;SURIL;2011-02-01;SURIL TABL 10;AMBROXOL + DEXTROMETORFANO + LORATADINA;2014-08-01;2014-12-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;LABORATORIOS PROPHARMA SA CV;SURIL;2011-02-01;SURIL TABL 10;AMBROXOL + DEXTROMETORFANO + LORATADINA;2014-12-01;2015-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;LABORATORIOS PROPHARMA SA CV;SURIL;2011-02-01;SURIL TABL 10;AMBROXOL + DEXTROMETORFANO + LORATADINA;2016-12-01;2017-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;LABORATORIOS PROPHARMA SA CV;SURIL;2011-02-01;SURIL TABL 10;AMBROXOL + DEXTROMETORFANO + LORATADINA;2017-04-01;2017-08-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;LABORATORIOS PROPHARMA SA CV;SURIL;2011-02-01;SURIL TABL 10;AMBROXOL + DEXTROMETORFANO + LORATADINA;2018-08-01;2018-12-01;ALTA, por demanda
ALTA;R05D  ANTITUSIGENOS;LABORATORIOS PROPHARMA SA CV;SURIL;2011-02-01;SURIL TABL 10;AMBROXOL + DEXTROMETORFANO + LORATADINA;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;SANFER CORP.;BISOLVON;2011-07-01;BISOLVON SOL BISOLSEK 120 ML+MA NTA;DEXTROMETORFANO;2014-12-01;2015-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;ULTRA LABORATORIOS;DEXOLTRYN;2007-05-01;DEXOLTRYN SOLN ADT 120 ML;AMBROXOL + DEXTROMETORFANO;2015-08-01;2015-12-01;ALTA, por demanda
ALTA;R05D  ANTITUSIGENOS;ULTRA LABORATORIOS;DEXOLTRYN;2007-05-01;DEXOLTRYN SOLN ADT 120 ML;AMBROXOL + DEXTROMETORFANO;2015-12-01;2016-04-01;ALTA, por demanda
ALTA;R05D  ANTITUSIGENOS;ULTRA LABORATORIOS;DEXOLTRYN;2007-05-01;DEXOLTRYN SOLN ADT 120 ML;AMBROXOL + DEXTROMETORFANO;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;R05D  ANTITUSIGENOS;ULTRA LABORATORIOS;DEXOLTRYN;2007-05-01;DEXOLTRYN SOLN ADT 120 ML;AMBROXOL + DEXTROMETORFANO;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;MAVER;GUAI/FEN/DEX G.I M;2010-07-01;GUAI/FEN/DEX G.I M JBE 120 ML;DEXTROMETORFANO + FENILEFRINA + GUAIFENESINA;2014-08-01;2014-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;MAVER;GUAI/FEN/DEX G.I M;2010-07-01;GUAI/FEN/DEX G.I M JBE 120 ML;DEXTROMETORFANO + FENILEFRINA + GUAIFENESINA;2015-04-01;2015-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;MAVER;GUAI/FEN/DEX G.I M;2010-07-01;GUAI/FEN/DEX G.I M JBE 120 ML;DEXTROMETORFANO + FENILEFRINA + GUAIFENESINA;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;MAVER;GUAI/FEN/DEX G.I M;2010-07-01;GUAI/FEN/DEX G.I M JBE 120 ML;DEXTROMETORFANO + FENILEFRINA + GUAIFENESINA;2018-04-01;2018-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;MAVER;GUAI/FEN/DEX G.I M;2010-07-01;GUAI/FEN/DEX G.I M JBE 120 ML;DEXTROMETORFANO + FENILEFRINA + GUAIFENESINA;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;SANOFI CORP;HISTIACIL N F;2001-10-01;HISTIACIL N F GTS PED UVA 30 ML;AMBROXOL + DEXTROMETORFANO;2015-04-01;2015-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;SANOFI CORP;HISTIACIL N F;2001-10-01;HISTIACIL N F GTS PED UVA 30 ML;AMBROXOL + DEXTROMETORFANO;2016-04-01;2016-08-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;LIOMONT, CORPORATION;BRONCOMED;1900-12-01;BRONCOMED JBE 120 ML;DEXTROMETORFANO + GUAIFENESINA;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;LIOMONT, CORPORATION;BRONCOMED;1900-12-01;BRONCOMED JBE 120 ML;DEXTROMETORFANO + GUAIFENESINA;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;LIOMONT, CORPORATION;BRONCOMED;1900-12-01;BRONCOMED JBE 120 ML;DEXTROMETORFANO + GUAIFENESINA;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;MEDIX CORP.;ATHOS;1971-08-01;ATHOS CAPS 30 MG 20;DEXTROMETORFANO;2014-12-01;2015-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;MEDIX CORP.;ATHOS;1971-08-01;ATHOS CAPS 30 MG 20;DEXTROMETORFANO;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;MEDIX CORP.;ATHOS;1971-08-01;ATHOS CAPS 30 MG 20;DEXTROMETORFANO;2016-12-01;2017-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;MEDIX CORP.;ATHOS;1971-08-01;ATHOS CAPS 30 MG 20;DEXTROMETORFANO;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;MEDIX CORP.;ATHOS;1971-08-01;ATHOS CAPS 30 MG 20;DEXTROMETORFANO;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;QUIMPHARMA, S.A. DE C.V.;GUAXOQUIM;2007-11-01;GUAXOQUIM JBE 2 G /1G 140 ML;GUAIFENESINA + OXOLAMINA;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;QUIMPHARMA, S.A. DE C.V.;GUAXOQUIM;2007-11-01;GUAXOQUIM JBE 2 G /1G 140 ML;GUAIFENESINA + OXOLAMINA;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;TEVA CORPORACION;DEXTROMETORF GI IN;2012-11-01;DEXTROMETORF GI IN JBE 15 MG 60 ML;DEXTROMETORFANO;2014-12-01;2015-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;ANDROMACO;DEXOL;2013-10-01;DEXOL SOLN AD DUO PACK 120 ML;AMBROXOL + DEXTROMETORFANO;2014-12-01;2015-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;I.Q.F.A.;BALSEDRINA;1978-03-01;BALSEDRINA ELIXIR 120 ML;DEXTROMETORFANO;2015-12-01;2016-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;GENOMA LAB INT;DEXTR/AMBROX GIMMN;2009-08-01;DEXTR/AMBROX GIMMN SOL 225MG  120 ML;AMBROXOL + DEXTROMETORFANO;2014-12-01;2015-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;GENOMA LAB INT;DEXTR/AMBROX GIMMN;2009-08-01;DEXTR/AMBROX GIMMN SOL 225MG  120 ML;AMBROXOL + DEXTROMETORFANO;2016-08-01;2016-12-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;GLAXO SMITHKLINE CORP.;THERAFLU EX;2013-01-01;THERAFLU EX SB EXTHEGRA LIMO ECONO PACK 10;DEXTROMETORFANO + FENILEFRINA + FENIRAMINA;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;GLAXO SMITHKLINE CORP.;THERAFLU EX;2013-01-01;THERAFLU EX SB EXTHEGRA LIMO ECONO PACK 10;DEXTROMETORFANO + FENILEFRINA + FENIRAMINA;2016-12-01;2017-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;GLAXO SMITHKLINE CORP.;THERAFLU TENALIF;2001-09-01;THERAFLU TENALIF JBE AD MIE/L 200 ML;AMBROXOL + OXELADINA;2014-12-01;2015-04-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;MAVER;DROPROPIZINA GI MA;2015-09-01;DROPROPIZINA GI MA JBE 300 MG 120 ML;DROPROPIZINA;2015-08-01;2015-12-01;ALTA, por demanda
ALTA;R05D  ANTITUSIGENOS;MAVER;DROPROPIZINA GI MA;2015-09-01;DROPROPIZINA GI MA JBE 300 MG 120 ML;DROPROPIZINA;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;MAVER;DROPROPIZINA GI MA;2015-09-01;DROPROPIZINA GI MA JBE 300 MG 120 ML;DROPROPIZINA;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;SANFER CORP.;DEXTR/AMBRO GI SAN;2016-02-01;DEXTR/AMBRO GI SAN JBE ADTO 150 ML;AMBROXOL + DEXTROMETORFANO;2016-12-01;2017-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;SANFER CORP.;DEXTR/AMBRO GI SAN;2016-02-01;DEXTR/AMBRO GI SAN JBE ADTO 150 ML;AMBROXOL + DEXTROMETORFANO;2017-08-01;2017-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;SANFER CORP.;DEXTR/AMBRO GI SAN;2016-02-01;DEXTR/AMBRO GI SAN JBE ADTO 150 ML;AMBROXOL + DEXTROMETORFANO;2017-12-01;2018-04-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;SANFER CORP.;DEXTR/AMBRO GI SAN;2016-02-01;DEXTR/AMBRO GI SAN JBE ADTO 150 ML;AMBROXOL + DEXTROMETORFANO;2018-08-01;2018-12-01;ALTA, por demanda
ALTA;R05D  ANTITUSIGENOS;SANFER CORP.;DEXTR/AMBRO GI SAN;2016-02-01;DEXTR/AMBRO GI SAN JBE ADTO 150 ML;AMBROXOL + DEXTROMETORFANO;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;BAUSCH HEALTH;BREACOL;1993-10-01;BREACOL JBE ADLT 120 ML;DEXTROMETORFANO + GUAIFENESINA;2014-12-01;2015-04-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;BAUSCH HEALTH;BREACOL;1993-10-01;BREACOL JBE ADLT 120 ML;DEXTROMETORFANO + GUAIFENESINA;2015-08-01;2015-12-01;ALTA, por demanda
ALTA;R05D  ANTITUSIGENOS;BAUSCH HEALTH;BREACOL;1993-10-01;BREACOL JBE ADLT 120 ML;DEXTROMETORFANO + GUAIFENESINA;2016-08-01;2016-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;BAUSCH HEALTH;BREACOL;1993-10-01;BREACOL JBE ADLT 120 ML;DEXTROMETORFANO + GUAIFENESINA;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;GENOMA LAB INT;TUKOL EX;2009-11-01;TUKOL EX CAPS 22.5 MG /22. 10;AMBROXOL + DEXTROMETORFANO;2015-12-01;2016-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;GENOMA LAB INT;TUKOL EX;2009-11-01;TUKOL EX CAPS 22.5 MG /22. 10;AMBROXOL + DEXTROMETORFANO;2018-08-01;2018-12-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;PROTEIN-APOTEX;D-TATO;1995-03-01;D-TATO PERLAS 100 MG 20;BENZONATATO;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;PROTEIN-APOTEX;D-TATO;1995-03-01;D-TATO PERLAS 100 MG 20;BENZONATATO;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;SIEGFRIED-MED;DALVEAR;2014-10-01;DALVEAR JBE INF FSA 200 ML;BROMHEXINA + DROPROPIZINA;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;SIEGFRIED-MED;DALVEAR;2014-10-01;DALVEAR JBE INF FSA 200 ML;BROMHEXINA + DROPROPIZINA;2018-04-01;2018-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;BIOMEP S.A. DE C.V.;TROMEFEN;2013-11-01;TROMEFEN JBE INF 120 ML;DEXTROMETORFANO + GUAIFENESINA;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;BRULUART;OXOLBRUL;2003-11-01;OXOLBRUL SOLN INF 120 ML;AMBROXOL + DEXTROMETORFANO;2014-12-01;2015-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;BRULUART;OXOLBRUL;2003-11-01;OXOLBRUL SOLN INF 120 ML;AMBROXOL + DEXTROMETORFANO;2015-12-01;2016-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;BRULUART;OXOLBRUL;2003-11-01;OXOLBRUL SOLN INF 120 ML;AMBROXOL + DEXTROMETORFANO;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;BRULUART;OXOLBRUL;2003-11-01;OXOLBRUL SOLN INF 120 ML;AMBROXOL + DEXTROMETORFANO;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;CORPORATIVO RAYERE;BROGAL T;2003-02-01;BROGAL T SOL AD 120 ML;AMBROXOL + DEXTROMETORFANO;2014-04-01;2014-08-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;CORPORATIVO RAYERE;BROGAL T;2003-02-01;BROGAL T SOL AD 120 ML;AMBROXOL + DEXTROMETORFANO;2014-08-01;2014-12-01;ALTA, por demanda
ALTA;R05D  ANTITUSIGENOS;CORPORATIVO RAYERE;BROGAL T;2003-02-01;BROGAL T SOL AD 120 ML;AMBROXOL + DEXTROMETORFANO;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;CORPORATIVO RAYERE;BROGAL T;2003-02-01;BROGAL T SOL AD 120 ML;AMBROXOL + DEXTROMETORFANO;2016-12-01;2017-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;CORPORATIVO RAYERE;BROGAL T;2003-02-01;BROGAL T SOL AD 120 ML;AMBROXOL + DEXTROMETORFANO;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;BIOMEP S.A. DE C.V.;BROXTORFAN;2017-08-01;BROXTORFAN JBE ADULTO 150 ML;AMBROXOL + DEXTROMETORFANO;2017-12-01;2018-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;LOREN, S.A. DE C.V.;EPICOL;2005-09-01;EPICOL JBE INF 120 ML;DEXTROMETORFANO + GUAIFENESINA;2014-04-01;2014-08-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;LOREN, S.A. DE C.V.;EPICOL;2005-09-01;EPICOL JBE INF 120 ML;DEXTROMETORFANO + GUAIFENESINA;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;LOREN, S.A. DE C.V.;EPICOL;2005-09-01;EPICOL JBE INF 120 ML;DEXTROMETORFANO + GUAIFENESINA;2016-04-01;2016-08-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;LOREN, S.A. DE C.V.;EPICOL;2005-09-01;EPICOL JBE INF 120 ML;DEXTROMETORFANO + GUAIFENESINA;2016-08-01;2016-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;LOREN, S.A. DE C.V.;EPICOL;2005-09-01;EPICOL JBE INF 120 ML;DEXTROMETORFANO + GUAIFENESINA;2017-04-01;2017-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;LOREN, S.A. DE C.V.;EPICOL;2005-09-01;EPICOL JBE INF 120 ML;DEXTROMETORFANO + GUAIFENESINA;2018-04-01;2018-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;LOREN, S.A. DE C.V.;EPICOL;2005-09-01;EPICOL JBE INF 120 ML;DEXTROMETORFANO + GUAIFENESINA;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;LOEFFLER;FARIBROX;2006-03-01;FARIBROX SOLN AD 120 ML;AMBROXOL + DEXTROMETORFANO;2016-12-01;2017-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;QUIFA PERRIGO;CAPSICOF;1993-03-01;CAPSICOF PERLAS 100 MG 20;BENZONATATO;2014-08-01;2014-12-01;ALTA, por demanda
ALTA;R05D  ANTITUSIGENOS;QUIFA PERRIGO;CAPSICOF;1993-03-01;CAPSICOF PERLAS 100 MG 20;BENZONATATO;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;QUIFA PERRIGO;CAPSICOF;1993-03-01;CAPSICOF PERLAS 100 MG 20;BENZONATATO;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;PISA;AMBROX/DEXTRO GI P;2018-11-01;AMBROX/DEXTRO GI P JBE ADTO 225 MG /225 150 ML;AMBROXOL + DEXTROMETORFANO;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;PROCTER&GAMBLE COR;VICK NATURA;2007-09-01;VICK NATURA JBE 120 ML;CLORFENAMINA + DEXTROMETORFANO;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;PROCTER&GAMBLE COR;VICK NATURA;2007-09-01;VICK NATURA JBE 120 ML;CLORFENAMINA + DEXTROMETORFANO;2016-12-01;2017-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;NOVAG INFANCIA, S.A. DE C.V.;DEXTROM/GUAI G.I N;2011-04-01;DEXTROM/GUAI G.I N SOLN INF 120 ML;DEXTROMETORFANO + GUAIFENESINA;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;NOVAG INFANCIA, S.A. DE C.V.;DEXTROM/GUAI G.I N;2011-04-01;DEXTROM/GUAI G.I N SOLN INF 120 ML;DEXTROMETORFANO + GUAIFENESINA;2016-12-01;2017-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;NOVAG INFANCIA, S.A. DE C.V.;DEXTROM/GUAI G.I N;2011-04-01;DEXTROM/GUAI G.I N SOLN INF 120 ML;DEXTROMETORFANO + GUAIFENESINA;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;NOVAG INFANCIA, S.A. DE C.V.;DEXTROM/GUAI G.I N;2011-04-01;DEXTROM/GUAI G.I N SOLN INF 120 ML;DEXTROMETORFANO + GUAIFENESINA;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;BIOMEP S.A. DE C.V.;TROMEFEN;2013-11-01;TROMEFEN JBE ADTO 120 ML;DEXTROMETORFANO + GUAIFENESINA;2014-08-01;2014-12-01;ALTA, por demanda
ALTA;R05D  ANTITUSIGENOS;BIOMEP S.A. DE C.V.;TROMEFEN;2013-11-01;TROMEFEN JBE ADTO 120 ML;DEXTROMETORFANO + GUAIFENESINA;2016-08-01;2016-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;BIOMEP S.A. DE C.V.;TROMEFEN;2013-11-01;TROMEFEN JBE ADTO 120 ML;DEXTROMETORFANO + GUAIFENESINA;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;MAVER;SIRACUX;2015-01-01;SIRACUX JBE INF 120 ML;AMBROXOL + OXELADINA;2015-04-01;2015-08-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;MAVER;SIRACUX;2015-01-01;SIRACUX JBE INF 120 ML;AMBROXOL + OXELADINA;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;MAVER;SIRACUX;2015-01-01;SIRACUX JBE INF 120 ML;AMBROXOL + OXELADINA;2018-04-01;2018-08-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;PROTEIN-APOTEX;BENZONATATO G.I PR;1998-12-01;BENZONATATO G.I PR PERLAS 100 MG 20;BENZONATATO;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;PROTEIN-APOTEX;BENZONATATO G.I PR;1998-12-01;BENZONATATO G.I PR PERLAS 100 MG 20;BENZONATATO;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;PROTEIN-APOTEX;BENZONATATO G.I PR;1998-12-01;BENZONATATO G.I PR PERLAS 100 MG 20;BENZONATATO;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;GLAXO SMITHKLINE CORP.;TESALON TENALIF;2009-09-01;TESALON TENALIF JBE INF MI/ FSA 150ML +33%;AMBROXOL + OXELADINA;2015-04-01;2015-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;GLAXO SMITHKLINE CORP.;TESALON TENALIF;2009-09-01;TESALON TENALIF JBE INF MI/ FSA 150ML +33%;AMBROXOL + OXELADINA;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;GLAXO SMITHKLINE CORP.;TESALON TENALIF;2009-09-01;TESALON TENALIF JBE INF MI/ FSA 150ML +33%;AMBROXOL + OXELADINA;2016-08-01;2016-12-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;GLAXO SMITHKLINE CORP.;TESALON TENALIF;2009-09-01;TESALON TENALIF JBE INF MI/ FSA 150ML +33%;AMBROXOL + OXELADINA;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;SIEGFRIED-MED;DALVEAR;2006-03-01;DALVEAR JBE AD 200 ML;BROMHEXINA + DROPROPIZINA;2014-12-01;2015-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;SIEGFRIED-MED;DALVEAR;2006-03-01;DALVEAR JBE AD 200 ML;BROMHEXINA + DROPROPIZINA;2016-12-01;2017-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;SIEGFRIED-MED;DALVEAR;2006-03-01;DALVEAR JBE AD 200 ML;BROMHEXINA + DROPROPIZINA;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;SIEGFRIED-MED;DALVEAR;2006-03-01;DALVEAR JBE AD 200 ML;BROMHEXINA + DROPROPIZINA;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;MAVER;GUAI/FEN/DEX G.I M;2010-08-01;GUAI/FEN/DEX G.I M GOTAS 30 ML;DEXTROMETORFANO + FENILEFRINA + GUAIFENESINA;2014-08-01;2014-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;MAVER;GUAI/FEN/DEX G.I M;2010-08-01;GUAI/FEN/DEX G.I M GOTAS 30 ML;DEXTROMETORFANO + FENILEFRINA + GUAIFENESINA;2015-04-01;2015-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;MAVER;GUAI/FEN/DEX G.I M;2010-08-01;GUAI/FEN/DEX G.I M GOTAS 30 ML;DEXTROMETORFANO + FENILEFRINA + GUAIFENESINA;2016-04-01;2016-08-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;MAVER;GUAI/FEN/DEX G.I M;2010-08-01;GUAI/FEN/DEX G.I M GOTAS 30 ML;DEXTROMETORFANO + FENILEFRINA + GUAIFENESINA;2018-08-01;2018-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;SIEGFRIED-MED;DALVEAR;2006-03-01;DALVEAR JBE INF 200 ML;BROMHEXINA + DROPROPIZINA;2017-04-01;2017-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;SIEGFRIED-MED;DALVEAR;2006-03-01;DALVEAR JBE INF 200 ML;BROMHEXINA + DROPROPIZINA;2018-04-01;2018-08-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;SIEGFRIED-MED;DALVEAR;2014-10-01;DALVEAR JBE AD FRESA 200 ML;BROMHEXINA + DROPROPIZINA;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;SIEGFRIED-MED;DALVEAR;2014-10-01;DALVEAR JBE AD FRESA 200 ML;BROMHEXINA + DROPROPIZINA;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;SIEGFRIED-MED;DALVEAR;2014-10-01;DALVEAR JBE AD FRESA 200 ML;BROMHEXINA + DROPROPIZINA;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;DEGORTS;DEGORQUIN;2015-09-01;DEGORQUIN JBE ADTO 150 ML;AMBROXOL + DEXTROMETORFANO;2016-12-01;2017-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;DEGORTS;DEGORQUIN;2015-09-01;DEGORQUIN JBE ADTO 150 ML;AMBROXOL + DEXTROMETORFANO;2017-04-01;2017-08-01;BAJA, por demanda
